move_id,pokemon_id
38,486
503,635
492,676
148,332
753,116
179,43
24,18
31,602
173,176
581,473
787,58
723,344
487,7
74,64
604,730
179,650
68,110
795,433
475,86
548,57
694,357
522,86
482,429
249,353
508,644
71,432
728,681
319,588
28,513
430,753
569,492
426,31
444,371
784,27
773,5
386,209
107,779
429,731
794,220
802,85
762,287
587,128
497,700
122,354
113,192
169,717
456,526
174,124
640,532
232,444
292,227
184,687
578,795
589,412
587,663
325,243
6,710
664,377
603,396
361,569
558,410
719,662
693,155
455,717
575,125
126,39
349,277
502,159
146,703
619,273
28,549
769,775
21,266
693,663
574,183
733,705
691,382
689,387
682,349
546,214
567,378
517,241
318,561
746,590
568,532
679,498
318,694
700,148
269,366
98,531
541,451
544,299
748,201
712,347
13,504
466,463
264,459
376,742
507,718
753,447
224,79
283,749
398,541
36,318
409,186
81,167
792,400
88,221
764,342
518,184
624,175
571,152
69,581
480,389
37,40
104,409
284,342
402,344
701,792
123,143
268,84
691,707
561,155
728,92
633,611
533,704
234,576
282,413
664,261
267,658
431,175
372,379
806,693
345,31
773,474
384,212
650,410
539,661
257,536
216,35
774,318
502,420
483,267
740,451
626,174
110,692
532,103
548,529
147,335
138,33
38,314
224,200
106,428
38,504
395,82
31,511
26,614
106,213
743,267
4,467
280,695
219,246
33,405
661,700
373,288
398,571
638,371
449,236
270,665
715,53
332,565
148,394
739,54
718,790
224,352
419,386
622,731
746,277
109,342
490,758
528,707
578,495
417,200
557,687
41,106
773,543
247,223
290,20
68,585
72,403
414,99
480,104
801,539
371,731
291,693
62,616
377,451
391,660
305,516
151,383
719,546
9,135
761,195
481,403
550,339
18,292
807,717
599,645
404,182
444,752
596,653
630,578
105,411
615,93
774,604
138,7
782,390
557,687
546,604
497,189
570,185
682,781
334,506
572,736
460,152
145,21
760,783
584,246
585,623
333,216
42,452
719,392
412,229
270,555
775,721
397,74
137,189
319,507
24,746
433,237
128,366
139,394
120,744
407,214
761,654
335,354
260,697
513,582
113,465
404,426
111,177
122,45
349,799
556,249
313,303
794,157
600,317
623,736
612,757
736,471
192,411
246,132
2,48
525,694
588,165
257,589
451,85
592,457
716,65
730,786
127,583
177,559
473,610
336,95
239,717
345,561
354,176
167,343
183,236
625,281
90,115
373,640
62,634
208,289
580,263
499,253
218,708
723,511
482,62
733,162
655,270
178,193
207,792
419,508
295,90
486,763
79,730
25,142
324,64
174,510
459,48
717,34
570,94
5,308
306,665
170,548
54,392
700,657
78,403
461,46
613,287
404,787
427,410
250,22
629,737
553,524
156,346
395,543
237,38
566,257
291,490
776,562
549,52
665,493
508,515
173,475
153,75
256,255
799,566
362,46
492,238
29,76
507,656
225,501
266,547
506,430
16,609
37,298
157,214
369,600
1,631
440,29
802,799
329,72
74,631
354,1
10,464
296,223
607,783
227,300
25,32
188,451
529,183
485,781
418,558
633,584
499,110
408,667
469,165
71,198
506,485
308,691
371,660
752,205
7,350
661,640
86,438
690,60
292,639
668,107
205,400
619,267
101,159
291,14
784,459
449,715
224,753
213,501
92,301
794,795
700,587
9,530
193,184
550,313
82,592
795,255
79,706
358,608
102,248
357,63
60,469
89,624
211,364
16,724
196,309
529,757
395,450
731,496
151,346
749,468
643,32
262,623
674,426
665,375
422,671
85,259
588,393
148,732
373,197
302,655
70,142
251,471
620,538
674,33
545,114
263,445
145,786
169,440
644,231
75,194
195,642
499,5
238,490
530,272
404,742
737,365
398,474
638,627
360,105
92,400
406,140
718,665
689,132
90,97
712,588
445,38
249,92
148,381
64,77
408,119
445,483
581,677
136,24
469,268
759,44
543,798
232,426
526,106
608,375
277,73
136,323
568,771
307,341
645,773
714,462
699,530
600,599
480,146
279,618
245,67
187,179
290,585
408,514
485,322
275,223
25,562
278,541
75,276
580,250
607,331
662,8
351,706
312,277
749,305
281,426
557,272
251,27
605,92
503,275
729,407
597,658
783,176
18,425
343,424
357,659
715,625
774,166
211,454
200,316
801,306
322,511
417,400
438,743
116,319
353,361
173,137
461,362
240,763
403,358
100,405
218,703
447,757
170,373
748,61
508,481
227,190
412,355
427,426
688,671
347,264
736,243
706,473
741,205
750,503
512,543
715,352
438,218
4,149
736,177
470,479
779,664
788,227
166,453
466,100
646,264
472,353
8,481
625,174
633,99
379,592
171,368
211,148
790,65
326,7
207,405
33,112
759,136
370,383
247,520
806,580
665,547
462,635
735,298
408,63
732,200
623,321
134,680
748,688
225,346
516,47
414,96
150,497
394,683
499,241
157,448
383,184
629,230
457,44
117,773
490,444
711,120
594,369
478,484
127,487
608,28
71,205
7,77
311,319
295,199
746,268
536,120
716,181
243,332
313,531
302,504
59,214
92,101
54,449
377,215
553,26
241,572
328,528
766,397
84,503
760,158
225,362
657,217
467,177
247,329
282,394
553,549
316,359
572,367
592,416
115,296
552,162
258,448
437,697
403,280
91,544
658,17
715,560
516,168
763,137
486,564
250,772
747,761
101,573
132,546
78,792
269,72
121,562
512,234
193,313
790,100
353,786
40,300
82,469
55,180
236,679
646,785
596,410
687,270
