move_id,pokemon_id
71,503
807,295
798,689
695,504
252,419
208,552
82,769
30,662
576,778
671,723
544,191
356,651
793,164
416,470
6,225
750,440
598,568
596,465
767,711
632,89
171,691
719,558
715,736
15,477
377,565
86,666
761,628
229,431
441,159
501,232
286,441
515,388
438,715
210,690
723,643
334,392
43,109
463,737
291,118
233,56
723,340
407,315
269,258
42,764
70,758
760,158
281,43
94,53
8,387
106,694
462,382
312,613
16,428
130,329
353,30
660,535
728,325
49,515
32,125
339,273
788,632
731,145
67,516
281,612
177,798
744,635
189,380
91,170
631,598
484,120
264,160
3,504
127,466
117,291
158,303
448,621
178,798
782,592
394,363
187,28
112,559
93,284
442,143
180,693
170,787
315,70
468,344
549,559
261,569
794,67
206,609
323,348
521,680
686,606
284,319
311,337
155,172
692,688
665,783
475,730
280,568
382,427
370,451
438,352
710,62
602,103
798,153
23,393
421,382
331,521
71,262
739,472
588,327
17,343
668,641
357,66
300,79
56,702
367,6
710,38
645,407
11,679
602,694
743,63
445,252
662,257
159,427
515,697
704,508
54,740
378,245
666,39
52,759
427,344
689,381
540,674
455,651
237,655
411,169
52,645
314,37
650,404
156,299
257,207
801,405
76,497
78,514
793,275
564,550
304,121
48,514
69,194
702,570
211,145
596,122
594,519
470,129
468,46
667,756
567,231
489,619
49,643
228,340
387,184
597,735
513,156
50,511
437,536
168,446
585,597
578,625
750,693
160,741
701,365
201,402
515,254
191,782
23,103
164,40
140,664
122,246
496,70
485,644
1,618
320,382
540,666
138,731
690,416
526,142
798,312
274,741
291,712
2,583
355,298
479,729
335,206
708,169
390,144
8,27
596,676
304,103
560,511
564,431
794,428
267,504
194,292
791,768
144,742
495,326
0,289
253,482
352,364
618,267
803,349
291,767
265,451
444,773
659,712
558,459
661,766
268,506
423,284
165,639
605,49
693,37
785,99
157,546
710,119
625,613
303,336
101,532
383,320
789,129
282,595
752,724
481,132
722,208
353,704
119,364
785,182
287,549
645,742
637,741
321,786
569,221
42,548
252,568
157,510
275,692
442,556
670,161
759,306
360,481
69,773
732,312
282,57
557,108
66,105
598,418
476,272
3,130
48,737
251,570
392,452
445,74
581,140
267,746
516,517
538,529
260,23
340,350
566,337
64,512
652,424
420,320
211,642
411,492
722,70
259,737
669,318
52,756
136,214
525,281
342,69
793,419
444,510
577,33
598,747
761,702
541,733
253,648
141,348
584,706
553,443
452,120
684,245
652,183
646,682
66,140
124,333
613,656
42,494
569,181
456,7
487,335
319,148
472,647
640,66
702,253
245,184
261,38
160,589
206,471
65,258
393,98
292,362
202,138
591,158
57,81
278,225
53,756
66,509
250,70
473,441
657,222
74,482
558,539
742,670
393,188
73,166
359,279
478,359
765,195
75,77
751,644
508,248
224,578
510,788
158,383
332,154
737,97
537,510
388,170
589,317
228,787
406,271
788,577
461,220
219,56
576,363
204,27
214,537
52,16
409,38
420,781
481,782
184,764
326,206
67,462
244,202
636,320
268,274
780,174
327,502
29,123
61,202
51,321
659,508
33,422
133,518
149,405
419,141
496,524
758,181
55,100
558,352
685,389
720,413
572,609
255,130
324,292
737,608
561,374
67,116
385,93
181,223
189,62
329,346
496,128
796,288
60,359
450,275
123,732
585,728
383,410
171,63
351,250
693,291
324,306
207,739
358,745
96,504
606,79
215,782
209,617
161,680
551,382
731,398
41,642
103,231
174,448
697,211
687,666
216,735
624,39
732,128
751,26
487,44
385,7
78,548
546,390
568,455
633,140
784,543
123,501
56,431
83,200
359,5
559,241
166,561
630,24
564,234
507,145
276,197
109,74
30,559
568,404
701,709
257,590
298,754
315,647
405,42
159,451
282,540
661,261
348,151
451,184
415,454
602,142
152,694
181,320
155,103
351,316
629,431
347,709
204,387
688,479
49,72
735,286
151,471
56,703
397,766
298,139
351,391
446,519
33,5
427,315
203,293
139,222
177,758
670,4
348,325
237,617
253,501
418,413
807,85
473,657
283,570
749,643
395,96
657,49
292,535
4,292
631,29
724,332
418,637
383,127
307,528
674,769
579,352
729,230
20,541
419,638
117,106
323,460
278,160
206,322
611,762
129,19
125,537
131,218
78,380
115,775
51,555
529,136
727,572
440,248
270,579
408,652
51,511
457,317
576,320
720,722
799,190
128,117
247,376
801,444
710,106
152,714
649,613
63,102
458,673
177,755
627,589
661,95
671,525
161,377
225,36
213,267
654,278
289,56
506,685
44,378
484,700
545,770
682,284
224,218
299,21
673,333
592,701
26,631
803,224
398,62
38,28
487,723
106,21
231,253
490,541
649,192
108,553
589,770
470,657
24,513
704,321
175,589
721,659
327,708
625,71
10,766
37,109
649,113
721,82
579,188
386,127
417,614
565,324
640,174
773,757
212,771
189,40
242,715
267,622
263,224
559,26
374,372
257,136
255,685
84,179
492,531
86,361
259,468
331,715
318,456
241,491
264,556
498,255
76,362
185,637
241,468
489,722
542,732
435,539
366,36
728,539
241,118
652,279
793,445
418,323
283,284
732,453
385,475
2,277
132,734
51,7
674,9
197,125
144,721
34,255
422,226
565,763
333,173
279,515
285,418
129,457
116,81
56,202
636,354
587,261
692,491
242,324
470,123
436,156
623,227
591,523
62,188
733,319
655,608
209,718
84,628
718,629
52,236
244,26
179,298
745,593
494,646
596,11
