move_id,pokemon_id
573,102
636,206
669,570
82,42
400,794
667,701
210,467
559,546
194,88
10,745
619,240
623,190
603,506
448,557
498,395
422,750
189,492
734,524
549,216
756,497
213,109
234,523
556,669
694,98
562,577
88,78
167,537
519,785
422,667
113,86
393,329
144,121
613,602
206,282
36,742
641,766
712,90
283,554
226,716
318,650
106,511
199,435
645,73
141,225
77,735
54,542
291,625
325,665
452,15
9,504
71,124
121,797
760,526
637,395
572,673
85,120
142,395
437,286
765,168
788,209
536,139
789,599
212,494
537,656
765,238
268,106
183,528
485,331
161,525
332,524
436,45
692,413
486,99
284,163
562,504
327,286
167,789
530,737
263,508
204,756
337,130
252,660
772,690
599,302
252,221
12,79
707,78
605,464
552,295
334,175
726,67
399,277
508,229
30,90
525,165
645,150
599,296
520,328
453,531
408,653
412,410
447,74
13,131
383,769
669,417
372,727
364,439
623,727
30,744
240,82
595,623
708,712
773,106
43,762
187,502
273,733
599,495
529,276
438,788
545,67
601,262
451,741
255,513
297,356
399,202
118,680
782,114
273,479
397,330
775,648
154,345
177,546
301,46
665,779
3,67
243,33
377,316
214,218
661,31
459,665
0,620
387,622
497,461
348,28
125,599
427,72
221,643
183,482
425,461
484,726
573,479
492,761
660,652
773,603
491,345
583,132
459,636
612,633
749,283
174,58
785,180
124,567
607,6
179,614
165,760
740,416
210,384
555,592
607,676
392,301
177,29
643,243
698,133
25,213
209,753
780,72
748,273
547,231
365,441
665,729
784,379
687,516
53,607
770,672
660,681
615,212
446,146
203,552
5,411
337,85
574,614
460,517
795,745
117,163
127,776
101,502
92,777
575,691
32,646
445,303
300,643
644,165
349,33
269,575
786,235
640,434
685,788
53,321
487,533
180,342
756,407
380,79
124,592
36,10
327,484
331,750
343,286
394,589
636,793
277,52
516,440
666,628
322,37
489,372
591,608
730,707
569,469
163,165
685,616
372,276
620,438
62,446
666,35
372,20
318,739
435,432
134,523
188,788
263,550
296,444
715,797
594,484
472,444
681,364
380,480
406,616
773,287
292,305
272,171
265,419
295,4
735,788
216,587
524,650
305,513
753,530
80,596
308,251
362,74
331,580
667,418
746,431
276,26
238,438
478,496
332,360
385,647
705,344
310,278
750,55
164,578
209,603
52,166
644,598
664,138
486,285
616,672
19,48
231,404
580,115
628,150
698,136
319,329
391,139
95,24
724,186
759,762
668,356
578,752
320,738
598,767
323,188
282,324
132,652
443,381
546,370
171,628
671,98
90,453
50,91
105,536
592,494
798,616
569,233
160,139
115,212
779,111
765,203
769,295
457,392
509,701
462,618
268,407
443,775
191,719
181,486
601,139
550,771
142,795
282,259
607,205
115,66
86,679
41,342
498,99
329,501
541,296
685,635
326,40
340,148
179,387
376,305
535,699
685,54
382,67
89,617
402,720
717,309
745,362
234,409
332,764
206,300
461,781
708,445
611,672
691,480
217,323
507,562
721,99
422,522
76,274
445,495
521,225
526,364
287,507
618,417
48,705
87,209
241,308
771,39
540,746
260,454
632,783
739,794
556,472
468,48
447,422
502,729
86,250
228,605
759,215
223,574
400,222
776,46
620,632
796,734
203,742
363,227
302,529
641,329
755,146
14,255
302,41
93,501
573,347
81,728
688,427
104,668
8,142
227,552
24,384
471,548
176,419
220,531
693,455
93,607
694,686
361,399
406,267
681,414
595,520
757,402
148,53
628,158
510,476
274,226
88,113
498,252
164,514
109,390
447,399
51,646
334,340
283,391
229,225
12,387
484,477
395,171
186,717
742,238
614,444
632,693
361,8
572,768
689,121
38,273
179,636
330,506
398,596
529,512
796,770
567,32
734,617
499,156
199,635
383,236
567,376
461,340
659,89
301,670
505,557
631,26
127,334
95,314
462,393
753,65
335,690
521,73
374,642
408,742
644,242
526,590
517,377
675,555
699,70
232,264
806,495
584,152
504,680
740,348
284,421
356,777
541,408
157,671
416,29
207,356
652,109
87,584
558,202
434,218
351,127
212,358
99,622
301,739
20,379
145,11
295,172
59,54
458,120
507,697
538,582
211,136
736,650
230,732
481,720
465,479
154,443
527,608
60,715
511,768
705,611
752,173
174,297
633,159
801,517
184,504
29,178
459,683
550,488
577,774
764,566
194,514
377,451
497,567
103,163
25,230
630,391
748,302
362,214
64,75
402,54
475,626
291,243
753,366
483,689
795,344
714,365
24,383
169,634
688,622
800,139
46,354
340,52
492,794
494,91
337,541
291,24
672,747
462,476
681,154
154,79
183,451
662,604
141,328
194,714
456,783
122,583
588,671
238,158
501,267
637,667
483,474
493,17
209,247
414,514
330,441
215,345
737,495
648,738
476,538
733,587
229,128
96,468
326,166
535,318
567,235
725,49
413,181
208,612
428,400
540,9
140,796
388,173
133,409
116,178
577,11
447,682
11,309
91,611
148,143
787,781
455,283
20,552
305,727
442,109
511,13
200,36
361,309
93,288
251,427
623,387
424,230
392,42
281,689
302,749
781,729
96,163
632,491
31,475
56,605
705,291
600,627
651,756
336,416
337,384
782,711
800,151
384,295
304,74
225,533
626,32
149,10
596,159
712,24
768,303
428,672
143,597
40,458
538,262
638,594
176,150
38,775
413,51
477,230
87,61
134,706
304,661
650,18
671,96
476,290
727,84
614,626
126,771
800,407
185,781
752,402
371,188
424,408
302,560
282,388
52,223
502,540
474,434
27,487
459,40
738,239
617,55
659,361
214,183
775,513
190,623
118,737
762,133
742,130
806,759
482,64
642,508
98,563
591,284
73,280
629,143
731,404
296,795
58,273
523,112
280,148
701,422
11,277
72,163
613,328
577,605
672,631
417,23
291,792
321,159
637,762
194,502
357,201
236,41
777,206
201,600
283,44
234,263
8,94
23,43
313,475
549,248
447,214
502,682
129,350
408,502
431,332
427,465
562,531
573,321
425,559
90,292
736,125
346,675
372,778
453,649
482,721
357,438
143,701
196,700
740,650
6,698
563,150
699,728
270,363
762,488
731,149
439,296
154,445
272,685
715,745
632,360
754,680
360,492
723,141
402,225
426,702
728,777
81,3
649,758
503,707
291,682
637,322
624,537
216,345
7,596
184,258
521,88
28,142
482,510
799,640
795,6
182,268
226,439
535,520
487,76
335,162
191,294
167,37
658,312
187,537
253,38
549,604
661,556
280,446
394,369
403,352
148,625
306,769
11,395
301,348
661,702
388,402
112,588
731,7
154,401
226,388
390,297
95,348
258,570
437,401
54,244
660,157
332,234
16,158
450,32
325,640
765,789
731,655
415,478
323,422
653,782
515,789
261,395
527,725
756,711
294,727
433,605
548,575
773,334
328,758
427,484
675,375
646,450
250,713
769,564
286,515
4,382
600,628
355,381
428,329
606,24
743,564
5,408
715,594
657,447
224,510
514,685
614,519
135,562
640,644
58,530
555,75
742,662
666,627
673,621
58,329
92,349
285,435
684,518
574,212
65,395
253,212
797,773
599,707
410,83
760,418
23,571
181,640
83,337
742,267
768,494
499,423
43,422
170,392
693,71
673,106
422,266
651,333
387,97
459,675
139,523
456,217
8,360
524,238
53,169
564,522
256,704
711,612
398,299
20,423
203,300
322,429
84,476
395,122
630,767
203,613
725,479
557,139
12,108
219,267
55,240
285,788
203,362
725,344
379,587
163,467
775,697
385,100
99,639
38,60
251,397
757,124
561,418
139,628
414,765
354,479
338,396
258,143
184,623
700,368
261,761
44,719
257,479
743,367
